Voltage 1,Voltage2,Voltage3,Voltage 4,Current,Audio 
3.7561,3.9561,4.9062,-4.9062,,1.643
3.7562,3.9562,4.9063,-4.9063,,1.644
3.7563,3.9563,4.9064,-4.9064,,1.645
3.7564,3.9564,4.9065,-4.9065,,1.646
3.7565,3.9565,4.9066,-4.9066,,1.647
3.7566,3.9566,4.9067,-4.9067,,1.648
3.7567,3.9567,4.9068,-4.9068,,1.649
3.7568,3.9568,4.9069,-4.9069,,1.65
3.7569,3.9569,4.907,-4.907,,1.651
3.757,3.957,4.9071,-4.9071,,1.652
3.7571,3.9571,4.9072,-4.9072,,1.653
3.7572,3.9572,4.9073,-4.9073,,1.654
3.7573,3.9573,4.9074,-4.9074,,1.655
3.7574,3.9574,4.9075,-4.9075,,1.656
3.7575,3.9575,4.9076,-4.9076,,1.657
3.7576,3.9576,4.9077,-4.9077,,1.658
3.7577,3.9577,4.9078,-4.9078,,1.659
3.7578,3.9578,4.9079,-4.9079,,1.66
3.7579,3.9579,4.908,-4.908,,1.661
3.758,3.958,4.9081,-4.9081,,1.662
3.7581,3.9581,4.9082,-4.9082,,1.663
3.7582,3.9582,4.9083,-4.9083,,1.664
3.7583,3.9583,4.9084,-4.9084,,1.665
3.7584,3.9584,4.9085,-4.9085,,1.666
3.7585,3.9585,4.9086,-4.9086,,1.667
3.7586,3.9586,4.9087,-4.9087,,1.668
3.7587,3.9587,4.9088,-4.9088,,1.669
3.7588,3.9588,4.9089,-4.9089,,1.67
3.7589,3.9589,4.909,-4.909,,1.671
3.759,3.959,4.9091,-4.9091,,1.672
3.7591,3.9591,4.9092,-4.9092,,1.673
3.7592,3.9592,4.9093,-4.9093,,1.674
3.7593,3.9593,4.9094,-4.9094,,1.675
3.7594,3.9594,4.9095,-4.9095,,1.676
3.7595,3.9595,4.9096,-4.9096,,1.677
3.7596,3.9596,4.9097,-4.9097,,1.678
3.7597,3.9597,4.9098,-4.9098,,1.679
3.7598,3.9598,4.9099,-4.9099,,1.68
3.7599,3.9599,4.91,-4.91,,1.681
3.76,3.96,4.9101,-4.9101,,1.682
3.7601,3.9601,4.9102,-4.9102,,1.683
3.7602,3.9602,4.9103,-4.9103,,1.684
3.7603,3.9603,4.9104,-4.9104,,1.685
3.7604,3.9604,4.9105,-4.9105,,1.686
3.7605,3.9605,4.9106,-4.9106,,1.687
3.7606,3.9606,4.9107,-4.9107,,1.688
3.7607,3.9607,4.9108,-4.9108,,1.689
3.7608,3.9608,4.9109,-4.9109,,1.69
3.7609,3.9609,4.911,-4.911,,1.691
3.761,3.961,4.9111,-4.9111,,1.692
3.7611,3.9611,4.9112,-4.9112,,1.693
3.7612,3.9612,4.9113,-4.9113,,1.694
3.7613,3.9613,4.9114,-4.9114,,1.695
3.7614,3.9614,4.9115,-4.9115,,1.696
3.7615,3.9615,4.9116,-4.9116,,1.697
3.7616,3.9616,4.9117,-4.9117,,1.698
3.7617,3.9617,4.9118,-4.9118,,1.699
3.7618,3.9618,4.9119,-4.9119,,1.7
3.7619,3.9619,4.912,-4.912,,1.701
3.762,3.962,4.9121,-4.9121,,1.702
3.7621,3.9621,4.9122,-4.9122,,1.703
3.7622,3.9622,4.9123,-4.9123,,1.704
3.7623,3.9623,4.9124,-4.9124,,1.705
3.7624,3.9624,4.9125,-4.9125,,1.706
3.7625,3.9625,4.9126,-4.9126,,1.707
3.7626,3.9626,4.9127,-4.9127,,1.708
3.7627,3.9627,4.9128,-4.9128,,1.709
3.7628,3.9628,4.9129,-4.9129,,1.71
3.7629,3.9629,4.913,-4.913,,1.711
3.763,3.963,4.9131,-4.9131,,1.712
3.7631,3.9631,4.9132,-4.9132,,1.713
3.7632,3.9632,4.9133,-4.9133,,1.714
3.7633,3.9633,4.9134,-4.9134,,1.715
3.7634,3.9634,4.9135,-4.9135,,1.716
3.7635,3.9635,4.9136,-4.9136,,1.717
3.7636,3.9636,4.9137,-4.9137,,1.718
3.7637,3.9637,4.9138,-4.9138,,1.719
3.7638,3.9638,4.9139,-4.9139,,1.72
3.7639,3.9639,4.914,-4.914,,1.721
3.764,3.964,4.9141,-4.9141,,1.722
3.7641,3.9641,4.9142,-4.9142,,1.723
3.7642,3.9642,4.9143,-4.9143,,1.724
3.7643,3.9643,4.9144,-4.9144,,1.725
3.7644,3.9644,4.9145,-4.9145,,1.726
3.7645,3.9645,4.9146,-4.9146,,1.727
3.7646,3.9646,4.9147,-4.9147,,1.728
3.7647,3.9647,4.9148,-4.9148,,1.729
3.7648,3.9648,4.9149,-4.9149,,1.73
3.7649,3.9649,4.915,-4.915,,1.731
3.765,3.965,4.9151,-4.9151,,1.732
3.7651,3.9651,4.9152,-4.9152,,1.733
3.7652,3.9652,4.9153,-4.9153,,1.734
3.7653,3.9653,4.9154,-4.9154,,1.735
3.7654,3.9654,4.9155,-4.9155,,1.736
3.7655,3.9655,4.9156,-4.9156,,1.737
3.7656,3.9656,4.9157,-4.9157,,1.738
3.7657,3.9657,4.9158,-4.9158,,1.739
3.7658,3.9658,4.9159,-4.9159,,1.74
3.7659,3.9659,4.916,-4.916,,1.741
3.766,3.966,4.9161,-4.9161,,1.742
3.7661,3.9661,4.9162,-4.9162,,1.743
3.7662,3.9662,4.9163,-4.9163,,1.744
3.7663,3.9663,4.9164,-4.9164,,1.745
3.7664,3.9664,4.9165,-4.9165,,1.746
3.7665,3.9665,4.9166,-4.9166,,1.747
3.7666,3.9666,4.9167,-4.9167,,1.748
3.7667,3.9667,4.9168,-4.9168,,1.749
3.7668,3.9668,4.9169,-4.9169,,1.75
3.7669,3.9669,4.917,-4.917,,1.751
3.767,3.967,4.9171,-4.9171,,1.752
3.7671,3.9671,4.9172,-4.9172,,1.753
3.7672,3.9672,4.9173,-4.9173,,1.754
3.7673,3.9673,4.9174,-4.9174,,1.755
3.7674,3.9674,4.9175,-4.9175,,1.756
3.7675,3.9675,4.9176,-4.9176,,1.757
3.7676,3.9676,4.9177,-4.9177,,1.758
3.7677,3.9677,4.9178,-4.9178,,1.759
3.7678,3.9678,4.9179,-4.9179,,1.76
3.7679,3.9679,4.918,-4.918,,1.761
3.768,3.968,4.9181,-4.9181,,1.762
3.7681,3.9681,4.9182,-4.9182,,1.763
3.7682,3.9682,4.9183,-4.9183,,1.764
3.7683,3.9683,4.9184,-4.9184,,1.765
3.7684,3.9684,4.9185,-4.9185,,1.766
3.7685,3.9685,4.9186,-4.9186,,1.767
3.7686,3.9686,4.9187,-4.9187,,1.768
3.7687,3.9687,4.9188,-4.9188,,1.769
3.7688,3.9688,4.9189,-4.9189,,1.77
3.7689,3.9689,4.919,-4.919,,1.771
3.769,3.969,4.9191,-4.9191,,1.772
3.7691,3.9691,4.9192,-4.9192,,1.773
3.7692,3.9692,4.9193,-4.9193,,1.774
3.7693,3.9693,4.9194,-4.9194,,1.775
3.7694,3.9694,4.9195,-4.9195,,1.776
3.7695,3.9695,4.9196,-4.9196,,1.777
3.7696,3.9696,4.9197,-4.9197,,1.778
3.7697,3.9697,4.9198,-4.9198,,1.779
3.7698,3.9698,4.9199,-4.9199,,1.78
3.7699,3.9699,4.92,-4.92,,1.781
3.77,3.97,4.9201,-4.9201,,1.782
3.7701,3.9701,4.9202,-4.9202,,1.783
3.7702,3.9702,4.9203,-4.9203,,1.784
3.7703,3.9703,4.9204,-4.9204,,1.785
3.7704,3.9704,4.9205,-4.9205,,1.786
3.7705,3.9705,4.9206,-4.9206,,1.787
3.7706,3.9706,4.9207,-4.9207,,1.788
3.7707,3.9707,4.9208,-4.9208,,1.789
3.7708,3.9708,4.9209,-4.9209,,1.79
3.7709,3.9709,4.921,-4.921,,1.791
3.771,3.971,4.9211,-4.9211,,1.792
3.7711,3.9711,4.9212,-4.9212,,1.793
3.7712,3.9712,4.9213,-4.9213,,1.794
3.7713,3.9713,4.9214,-4.9214,,1.795
3.7714,3.9714,4.9215,-4.9215,,1.796
3.7715,3.9715,4.9216,-4.9216,,1.797
3.7716,3.9716,4.9217,-4.9217,,1.798
3.7717,3.9717,4.9218,-4.9218,,1.799
3.7718,3.9718,4.9219,-4.9219,,1.8
3.7719,3.9719,4.922,-4.922,,1.801
3.772,3.972,4.9221,-4.9221,,1.802
3.7721,3.9721,4.9222,-4.9222,,1.803
3.7722,3.9722,4.9223,-4.9223,,1.804
3.7723,3.9723,4.9224,-4.9224,,1.805
3.7724,3.9724,4.9225,-4.9225,,1.806
3.7725,3.9725,4.9226,-4.9226,,1.807
3.7726,3.9726,4.9227,-4.9227,,1.808
3.7727,3.9727,4.9228,-4.9228,,1.809
3.7728,3.9728,4.9229,-4.9229,,1.81
3.7729,3.9729,4.923,-4.923,,1.811
3.773,3.973,4.9231,-4.9231,,1.812
3.7731,3.9731,4.9232,-4.9232,,1.813
3.7732,3.9732,4.9233,-4.9233,,1.814
3.7733,3.9733,4.9234,-4.9234,,1.815
3.7734,3.9734,4.9235,-4.9235,,1.816
3.7735,3.9735,4.9236,-4.9236,,1.817
3.7736,3.9736,4.9237,-4.9237,,1.818
3.7737,3.9737,4.9238,-4.9238,,1.819
3.7738,3.9738,4.9239,-4.9239,,1.82
3.7739,3.9739,4.924,-4.924,,1.821
3.774,3.974,4.9241,-4.9241,,1.822
3.7741,3.9741,4.9242,-4.9242,,1.823
3.7742,3.9742,4.9243,-4.9243,,1.824
3.7743,3.9743,4.9244,-4.9244,,1.825
3.7744,3.9744,4.9245,-4.9245,,1.826
3.7745,3.9745,4.9246,-4.9246,,1.827
3.7746,3.9746,4.9247,-4.9247,,1.828
3.7747,3.9747,4.9248,-4.9248,,1.829
3.7748,3.9748,4.9249,-4.9249,,1.83
3.7749,3.9749,4.925,-4.925,,1.831
3.775,3.975,4.9251,-4.9251,,1.832
3.7751,3.9751,4.9252,-4.9252,,1.833
3.7752,3.9752,4.9253,-4.9253,,1.834
3.7753,3.9753,4.9254,-4.9254,,1.835
3.7754,3.9754,4.9255,-4.9255,,1.836
3.7755,3.9755,4.9256,-4.9256,,1.837
3.7756,3.9756,4.9257,-4.9257,,1.838
3.7757,3.9757,4.9258,-4.9258,,1.839
3.7758,3.9758,4.9259,-4.9259,,1.84
3.7759,3.9759,4.926,-4.926,,1.841
3.776,3.976,4.9261,-4.9261,,1.842
3.7761,3.9761,4.9262,-4.9262,,1.843
3.7762,3.9762,4.9263,-4.9263,,1.844
3.7763,3.9763,4.9264,-4.9264,,1.845
3.7764,3.9764,4.9265,-4.9265,,1.846
3.7765,3.9765,4.9266,-4.9266,,1.847
3.7766,3.9766,4.9267,-4.9267,,1.848
3.7767,3.9767,4.9268,-4.9268,,1.849
3.7768,3.9768,4.9269,-4.9269,,1.85
3.7769,3.9769,4.927,-4.927,,1.851
3.777,3.977,4.9271,-4.9271,,1.852
3.7771,3.9771,4.9272,-4.9272,,1.853
3.7772,3.9772,4.9273,-4.9273,,1.854
3.7773,3.9773,4.9274,-4.9274,,1.855
3.7774,3.9774,4.9275,-4.9275,,1.856
3.7775,3.9775,4.9276,-4.9276,,1.857
3.7776,3.9776,4.9277,-4.9277,,1.858
3.7777,3.9777,4.9278,-4.9278,,1.859
3.7778,3.9778,4.9279,-4.9279,,1.86
3.7779,3.9779,4.928,-4.928,,1.861
3.778,3.978,4.9281,-4.9281,,1.862
3.7781,3.9781,4.9282,-4.9282,,1.863
3.7782,3.9782,4.9283,-4.9283,,1.864
3.7783,3.9783,4.9284,-4.9284,,1.865
3.7784,3.9784,4.9285,-4.9285,,1.866
3.7785,3.9785,4.9286,-4.9286,,1.867
3.7786,3.9786,4.9287,-4.9287,,1.868
3.7787,3.9787,4.9288,-4.9288,,1.869
3.7788,3.9788,4.9289,-4.9289,,1.87
3.7789,3.9789,4.929,-4.929,,1.871
3.779,3.979,4.9291,-4.9291,,1.872
3.7791,3.9791,4.9292,-4.9292,,1.873
3.7792,3.9792,4.9293,-4.9293,,1.874
3.7793,3.9793,4.9294,-4.9294,,1.875
3.7794,3.9794,4.9295,-4.9295,,1.876
3.7795,3.9795,4.9296,-4.9296,,1.877
3.7796,3.9796,4.9297,-4.9297,,1.878
3.7797,3.9797,4.9298,-4.9298,,1.879
3.7798,3.9798,4.9299,-4.9299,,1.88
3.7799,3.9799,4.93,-4.93,,1.881
3.78,3.98,4.9301,-4.9301,,1.882
3.7801,3.9801,4.9302,-4.9302,,1.883
3.7802,3.9802,4.9303,-4.9303,,1.884
3.7803,3.9803,4.9304,-4.9304,,1.885
3.7804,3.9804,4.9305,-4.9305,,1.886
3.7805,3.9805,4.9306,-4.9306,,1.887
3.7806,3.9806,4.9307,-4.9307,,1.888
3.7807,3.9807,4.9308,-4.9308,,1.889
3.7808,3.9808,4.9309,-4.9309,,1.89
3.7809,3.9809,4.931,-4.931,,1.891
3.781,3.981,4.9311,-4.9311,,1.892
3.7811,3.9811,4.9312,-4.9312,,1.893
3.7812,3.9812,4.9313,-4.9313,,1.894
3.7813,3.9813,4.9314,-4.9314,,1.895
3.7814,3.9814,4.9315,-4.9315,,1.896
3.7815,3.9815,4.9316,-4.9316,,1.897
3.7816,3.9816,4.9317,-4.9317,,1.898
3.7817,3.9817,4.9318,-4.9318,,1.899
3.7818,3.9818,4.9319,-4.9319,,1.9
3.7819,3.9819,4.932,-4.932,,1.901
3.782,3.982,4.9321,-4.9321,,1.902
3.7821,3.9821,4.9322,-4.9322,,1.903
3.7822,3.9822,4.9323,-4.9323,,1.904
3.7823,3.9823,4.9324,-4.9324,,1.905
3.7824,3.9824,4.9325,-4.9325,,1.906
3.7825,3.9825,4.9326,-4.9326,,1.907
3.7826,3.9826,4.9327,-4.9327,,1.908
3.7827,3.9827,4.9328,-4.9328,,1.909
3.7828,3.9828,4.9329,-4.9329,,1.91
3.7829,3.9829,4.933,-4.933,,1.911
3.783,3.983,4.9331,-4.9331,,1.912
3.7831,3.9831,4.9332,-4.9332,,1.913
3.7832,3.9832,4.9333,-4.9333,,1.914
3.7833,3.9833,4.9334,-4.9334,,1.915
3.7834,3.9834,4.9335,-4.9335,,1.916
3.7835,3.9835,4.9336,-4.9336,,1.917
3.7836,3.9836,4.9337,-4.9337,,1.918
3.7837,3.9837,4.9338,-4.9338,,1.919
3.7838,3.9838,4.9339,-4.9339,,1.92
3.7839,3.9839,4.934,-4.934,,1.921
3.784,3.984,4.9341,-4.9341,,1.922
3.7841,3.9841,4.9342,-4.9342,,1.923
3.7842,3.9842,4.9343,-4.9343,,1.924
3.7843,3.9843,4.9344,-4.9344,,1.925
3.7844,3.9844,4.9345,-4.9345,,1.926
3.7845,3.9845,4.9346,-4.9346,,1.927
3.7846,3.9846,4.9347,-4.9347,,1.928
3.7847,3.9847,4.9348,-4.9348,,1.929
3.7848,3.9848,4.9349,-4.9349,,1.93
3.7849,3.9849,4.935,-4.935,,1.931
3.785,3.985,4.9351,-4.9351,,1.932
3.7851,3.9851,4.9352,-4.9352,,1.933
3.7852,3.9852,4.9353,-4.9353,,1.934
3.7853,3.9853,4.9354,-4.9354,,1.935
3.7854,3.9854,4.9355,-4.9355,,1.936
3.7855,3.9855,4.9356,-4.9356,,1.937
3.7856,3.9856,4.9357,-4.9357,,1.938
3.7857,3.9857,4.9358,-4.9358,,1.939
3.7858,3.9858,4.9359,-4.9359,,1.94
3.7859,3.9859,4.936,-4.936,,1.941
3.786,3.986,4.9361,-4.9361,,1.942
3.7861,3.9861,4.9362,-4.9362,,1.943
3.7862,3.9862,4.9363,-4.9363,,1.944
3.7863,3.9863,4.9364,-4.9364,,1.945
3.7864,3.9864,4.9365,-4.9365,,1.946
3.7865,3.9865,4.9366,-4.9366,,1.947
3.7866,3.9866,4.9367,-4.9367,,1.948
3.7867,3.9867,4.9368,-4.9368,,1.949
3.7868,3.9868,4.9369,-4.9369,,1.95
3.7869,3.9869,4.937,-4.937,,1.951
3.787,3.987,4.9371,-4.9371,,1.952
3.7871,3.9871,4.9372,-4.9372,,1.953
3.7872,3.9872,4.9373,-4.9373,,1.954
3.7873,3.9873,4.9374,-4.9374,,1.955
3.7874,3.9874,4.9375,-4.9375,,1.956
3.7875,3.9875,4.9376,-4.9376,,1.957
3.7876,3.9876,4.9377,-4.9377,,1.958
3.7877,3.9877,4.9378,-4.9378,,1.959
3.7878,3.9878,4.9379,-4.9379,,1.96
3.7879,3.9879,4.938,-4.938,,1.961
3.788,3.988,4.9381,-4.9381,,1.962
3.7881,3.9881,4.9382,-4.9382,,1.963
3.7882,3.9882,4.9383,-4.9383,,1.964
3.7883,3.9883,4.9384,-4.9384,,1.965
3.7884,3.9884,4.9385,-4.9385,,1.966
3.7885,3.9885,4.9386,-4.9386,,1.967
3.7886,3.9886,4.9387,-4.9387,,1.968
3.7887,3.9887,4.9388,-4.9388,,1.969
3.7888,3.9888,4.9389,-4.9389,,1.97
3.7889,3.9889,4.939,-4.939,,1.971
3.789,3.989,4.9391,-4.9391,,1.972
3.7891,3.9891,4.9392,-4.9392,,1.973
3.7892,3.9892,4.9393,-4.9393,,1.974
3.7893,3.9893,4.9394,-4.9394,,1.975
3.7894,3.9894,4.9395,-4.9395,,1.976
3.7895,3.9895,4.9396,-4.9396,,1.977
3.7896,3.9896,4.9397,-4.9397,,1.978
3.7897,3.9897,4.9398,-4.9398,,1.979
3.7898,3.9898,4.9399,-4.9399,,1.98
3.7899,3.9899,4.94,-4.94,,1.981
3.79,3.99,4.9401,-4.9401,,1.982
3.7901,3.9901,4.9402,-4.9402,,1.983
3.7902,3.9902,4.9403,-4.9403,,1.984
3.7903,3.9903,4.9404,-4.9404,,1.985
3.7904,3.9904,4.9405,-4.9405,,1.986
3.7905,3.9905,4.9406,-4.9406,,1.987
3.7906,3.9906,4.9407,-4.9407,,1.988
3.7907,3.9907,4.9408,-4.9408,,1.989
3.7908,3.9908,4.9409,-4.9409,,1.99
3.7909,3.9909,4.941,-4.941,,1.991
3.791,3.991,4.9411,-4.9411,,1.992
3.7911,3.9911,4.9412,-4.9412,,1.993
3.7912,3.9912,4.9413,-4.9413,,1.994
3.7913,3.9913,4.9414,-4.9414,,1.995
3.7914,3.9914,4.9415,-4.9415,,1.996
3.7915,3.9915,4.9416,-4.9416,,1.997
3.7916,3.9916,4.9417,-4.9417,,1.998
3.7917,3.9917,4.9418,-4.9418,,1.999
3.7918,3.9918,4.9419,-4.9419,,2
3.7919,3.9919,4.942,-4.942,,2.001
3.792,3.992,4.9421,-4.9421,,2.002
3.7921,3.9921,4.9422,-4.9422,,2.003
3.7922,3.9922,4.9423,-4.9423,,2.004
3.7923,3.9923,4.9424,-4.9424,,2.005
3.7924,3.9924,4.9425,-4.9425,,2.006
3.7925,3.9925,4.9426,-4.9426,,2.007
3.7926,3.9926,4.9427,-4.9427,,2.008
3.7927,3.9927,4.9428,-4.9428,,2.009
3.7928,3.9928,4.9429,-4.9429,,2.01
3.7929,3.9929,4.943,-4.943,,2.011
3.793,3.993,4.9431,-4.9431,,2.012
3.7931,3.9931,4.9432,-4.9432,,2.013
3.7932,3.9932,4.9433,-4.9433,,2.014
3.7933,3.9933,4.9434,-4.9434,,2.015
3.7934,3.9934,4.9435,-4.9435,,2.016
3.7935,3.9935,4.9436,-4.9436,,2.017
3.7936,3.9936,4.9437,-4.9437,,2.018
3.7937,3.9937,4.9438,-4.9438,,2.019
3.7938,3.9938,4.9439,-4.9439,,2.02
3.7939,3.9939,4.944,-4.944,,2.021
3.794,3.994,4.9441,-4.9441,,2.022
3.7941,3.9941,4.9442,-4.9442,,2.023
3.7942,3.9942,4.9443,-4.9443,,2.024
3.7943,3.9943,4.9444,-4.9444,,2.025
3.7944,3.9944,4.9445,-4.9445,,2.026
3.7945,3.9945,4.9446,-4.9446,,2.027
3.7946,3.9946,4.9447,-4.9447,,2.028
3.7947,3.9947,4.9448,-4.9448,,2.029
3.7948,3.9948,4.9449,-4.9449,,2.03
3.7949,3.9949,4.945,-4.945,,2.031
3.795,3.995,4.9451,-4.9451,,2.032
3.7951,3.9951,4.9452,-4.9452,,2.033
3.7952,3.9952,4.9453,-4.9453,,2.034
3.7953,3.9953,4.9454,-4.9454,,2.035
3.7954,3.9954,4.9455,-4.9455,,2.036
3.7955,3.9955,4.9456,-4.9456,,2.037
3.7956,3.9956,4.9457,-4.9457,,2.038
3.7957,3.9957,4.9458,-4.9458,,2.039
3.7958,3.9958,4.9459,-4.9459,,2.04
3.7959,3.9959,4.946,-4.946,,2.041
3.796,3.996,4.9461,-4.9461,,2.042
3.7961,3.9961,4.9462,-4.9462,,2.043
3.7962,3.9962,4.9463,-4.9463,,2.044
3.7963,3.9963,4.9464,-4.9464,,2.045
3.7964,3.9964,4.9465,-4.9465,,2.046
3.7965,3.9965,4.9466,-4.9466,,2.047
3.7966,3.9966,4.9467,-4.9467,,2.048
3.7967,3.9967,4.9468,-4.9468,,2.049
3.7968,3.9968,4.9469,-4.9469,,2.05
3.7969,3.9969,4.947,-4.947,,2.051
3.797,3.997,4.9471,-4.9471,,2.052
3.7971,3.9971,4.9472,-4.9472,,2.053
3.7972,3.9972,4.9473,-4.9473,,2.054
3.7973,3.9973,4.9474,-4.9474,,2.055
3.7974,3.9974,4.9475,-4.9475,,2.056
3.7975,3.9975,4.9476,-4.9476,,2.057
3.7976,3.9976,4.9477,-4.9477,,2.058
3.7977,3.9977,4.9478,-4.9478,,2.059
3.7978,3.9978,4.9479,-4.9479,,2.06
3.7979,3.9979,4.948,-4.948,,2.061
3.798,3.998,4.9481,-4.9481,,2.062
3.7981,3.9981,4.9482,-4.9482,,2.063
3.7982,3.9982,4.9483,-4.9483,,2.064
3.7983,3.9983,4.9484,-4.9484,,2.065
3.7984,3.9984,4.9485,-4.9485,,2.066
3.7985,3.9985,4.9486,-4.9486,,2.067
3.7986,3.9986,4.9487,-4.9487,,2.068
3.7987,3.9987,4.9488,-4.9488,,2.069
3.7988,3.9988,4.9489,-4.9489,,2.07
3.7989,3.9989,4.949,-4.949,,2.071
3.799,3.999,4.9491,-4.9491,,
3.7991,3.9991,4.9492,-4.9492,,
3.7992,3.9992,4.9493,-4.9493,,
3.7993,3.9993,4.9494,-4.9494,,
3.7994,3.9994,4.9495,-4.9495,,
3.7995,3.9995,4.9496,-4.9496,,
3.7996,3.9996,4.9497,-4.9497,,
3.7997,3.9997,4.9498,-4.9498,,
3.7998,3.9998,4.9499,-4.9499,,
3.7999,3.9999,4.95,-4.95,,
3.8,4,4.9501,-4.9501,,
3.8001,4.0001,4.9502,-4.9502,,
3.8002,4.0002,4.9503,-4.9503,,
3.8003,4.0003,4.9504,-4.9504,,
3.8004,4.0004,4.9505,-4.9505,,
3.8005,4.0005,4.9506,-4.9506,,
3.8006,4.0006,4.9507,-4.9507,,
3.8007,4.0007,4.9508,-4.9508,,
3.8008,4.0008,4.9509,-4.9509,,
3.8009,4.0009,4.951,-4.951,,
3.801,4.001,4.9511,-4.9511,,
3.8011,4.0011,4.9512,-4.9512,,
3.8012,4.0012,4.9513,-4.9513,,
3.8013,4.0013,4.9514,-4.9514,,
3.8014,4.0014,4.9515,-4.9515,,
3.8015,4.0015,4.9516,-4.9516,,
3.8016,4.0016,4.9517,-4.9517,,
3.8017,4.0017,4.9518,-4.9518,,
3.8018,4.0018,4.9519,-4.9519,,
3.8019,4.0019,4.952,-4.952,,
3.802,4.002,4.9521,-4.9521,,
3.8021,4.0021,4.9522,-4.9522,,
3.8022,4.0022,4.9523,-4.9523,,
3.8023,4.0023,4.9524,-4.9524,,
3.8024,4.0024,4.9525,-4.9525,,
3.8025,4.0025,4.9526,-4.9526,,
3.8026,4.0026,4.9527,-4.9527,,
3.8027,4.0027,4.9528,-4.9528,,
3.8028,4.0028,4.9529,-4.9529,,
3.8029,4.0029,4.953,-4.953,,
3.803,4.003,4.9531,-4.9531,,
3.8031,4.0031,4.9532,-4.9532,,
3.8032,4.0032,4.9533,-4.9533,,
3.8033,4.0033,4.9534,-4.9534,,
3.8034,4.0034,4.9535,-4.9535,,
3.8035,4.0035,4.9536,-4.9536,,
3.8036,4.0036,4.9537,-4.9537,,
3.8037,4.0037,4.9538,-4.9538,,
3.8038,4.0038,4.9539,-4.9539,,
3.8039,4.0039,4.954,-4.954,,
3.804,4.004,4.9541,-4.9541,,
3.8041,4.0041,4.9542,-4.9542,,
3.8042,4.0042,4.9543,-4.9543,,
3.8043,4.0043,4.9544,-4.9544,,
3.8044,4.0044,4.9545,-4.9545,,
3.8045,4.0045,4.9546,-4.9546,,
3.8046,4.0046,4.9547,-4.9547,,
3.8047,4.0047,4.9548,-4.9548,,
3.8048,4.0048,4.9549,-4.9549,,
3.8049,4.0049,4.955,-4.955,,
3.805,4.005,4.9551,-4.9551,,
3.8051,4.0051,4.9552,-4.9552,,
3.8052,4.0052,4.9553,-4.9553,,
3.8053,4.0053,4.9554,-4.9554,,
3.8054,4.0054,4.9555,-4.9555,,
3.8055,4.0055,4.9556,-4.9556,,
3.8056,4.0056,4.9557,-4.9557,,
3.8057,4.0057,4.9558,-4.9558,,
3.8058,4.0058,4.9559,-4.9559,,
3.8059,4.0059,4.956,-4.956,,
3.806,4.006,4.9561,-4.9561,,
3.8061,4.0061,4.9562,-4.9562,,
3.8062,4.0062,4.9563,-4.9563,,
3.8063,4.0063,4.9564,-4.9564,,
3.8064,4.0064,4.9565,-4.9565,,
3.8065,4.0065,4.9566,-4.9566,,
3.8066,4.0066,4.9567,-4.9567,,
3.8067,4.0067,4.9568,-4.9568,,
3.8068,4.0068,4.9569,-4.9569,,
3.8069,4.0069,4.957,-4.957,,
3.807,4.007,4.9571,-4.9571,,
3.8071,4.0071,4.9572,-4.9572,,
3.8072,4.0072,4.9573,-4.9573,,
3.8073,4.0073,4.9574,-4.9574,,
3.8074,4.0074,4.9575,-4.9575,,
3.8075,4.0075,4.9576,-4.9576,,
3.8076,4.0076,4.9577,-4.9577,,
3.8077,4.0077,4.9578,-4.9578,,
3.8078,4.0078,4.9579,-4.9579,,
3.8079,4.0079,4.958,-4.958,,
3.808,4.008,4.9581,-4.9581,,
3.8081,4.0081,4.9582,-4.9582,,
3.8082,4.0082,4.9583,-4.9583,,
3.8083,4.0083,4.9584,-4.9584,,
3.8084,4.0084,4.9585,-4.9585,,
3.8085,4.0085,4.9586,-4.9586,,
3.8086,4.0086,4.9587,-4.9587,,
3.8087,4.0087,4.9588,-4.9588,,
3.8088,4.0088,4.9589,-4.9589,,
3.8089,4.0089,4.959,-4.959,,
3.809,4.009,4.9591,-4.9591,,
3.8091,4.0091,4.9592,-4.9592,,
3.8092,4.0092,4.9593,-4.9593,,
3.8093,4.0093,4.9594,-4.9594,,
3.8094,4.0094,4.9595,-4.9595,,
3.8095,4.0095,4.9596,-4.9596,,
3.8096,4.0096,4.9597,-4.9597,,
3.8097,4.0097,4.9598,-4.9598,,
3.8098,4.0098,4.9599,-4.9599,,
3.8099,4.0099,4.96,-4.96,,
3.81,4.01,4.9601,-4.9601,,
3.8101,4.0101,4.9602,-4.9602,,
3.8102,4.0102,4.9603,-4.9603,,
3.8103,4.0103,4.9604,-4.9604,,
3.8104,4.0104,4.9605,-4.9605,,
3.8105,4.0105,4.9606,-4.9606,,
3.8106,4.0106,4.9607,-4.9607,,
3.8107,4.0107,4.9608,-4.9608,,
3.8108,4.0108,4.9609,-4.9609,,
3.8109,4.0109,4.961,-4.961,,
3.811,4.011,4.9611,-4.9611,,
3.8111,4.0111,4.9612,-4.9612,,
3.8112,4.0112,4.9613,-4.9613,,
3.8113,4.0113,4.9614,-4.9614,,
3.8114,4.0114,4.9615,-4.9615,,
3.8115,4.0115,4.9616,-4.9616,,
3.8116,4.0116,4.9617,-4.9617,,
3.8117,4.0117,4.9618,-4.9618,,
3.8118,4.0118,4.9619,-4.9619,,
3.8119,4.0119,4.962,-4.962,,
3.812,4.012,4.9621,-4.9621,,
3.8121,4.0121,4.9622,-4.9622,,
